age,income,employment_years,loan_amount,loan_term,credit_score,existing_loans,dependents,gender,education,home_ownership,loan_purpose,marital_status,interest_rate,loan_approved
64.1,77543.8,12.2,24590.1,175.2,623.2,7.3,3.6,Male,Master,Rent,Car,Divorced,4.875,0
55.2,519001.26061394176,25.1,209291.0563983975,166.2,517.5574879586512,3.2,0.5,Female,Bachelor,Own,Business,Divorced,4.467,1
67.0,131784.8,34.1,24874.8,100.7,518.8,2.5,3.3,Female,Master,Mortgage,Personal,Married,5.558,1
46.8,110292.6,7.8,30256.7,244.9,484.7,6.5,3.2,Female,High School,Own,Education,Single,6.398,0
70.0,121197.4,23.7,31743.2,289.1,652.4,5.3,4.2,Male,Master,Mortgage,Car,Divorced,3.559,0
41.7,,24.3,21001.6,30.2,560.6,5.6,3.6,Male,PhD,Rent,Personal,Married,5.603,0
38.3,157884.8,24.2,28854.2,58.7,630.9,4.3,4.1,Female,Bachelor,Own,Education,Married,4.084,1
33.0,109146.7,33.1,25450.5,263.2,453.3,1.9,3.1,Female,Master,Mortgage,Car,Married,6.077,1
70.0,83452.2,36.3,15765.1,308.6,714.2,4.1,3.0,Male,Bachelor,Mortgage,Home,Single,2.025,1
57.3,122663.3,18.1,17582.8,12.7,656.1,1.7,2.1,Male,PhD,Mortgage,Business,Single,3.468,1
43.5,136472.7,25.4,20280.7,248.2,567.7,4.4,3.5,Female,High School,Mortgage,Business,Married,5.278,0
62.5,68874.6,20.7,32928.2,314.0,617.1,5.0,0.9,Female,High School,Mortgage,Business,Married,5.289,1
55.8,88828.7,14.9,33190.9,114.0,641.7,5.6,2.3,Male,PhD,Mortgage,Car,Single,3.823,1
70.0,94828.5,22.2,31499.3,309.4,454.7,3.9,3.1,Female,Master,Own,Personal,Married,7.059,1
28.9,112726.2,25.4,29020.9,168.8,726.0,5.1,4.2,Female,Bachelor,Mortgage,Education,Married,3.319,0
44.3,93363.8,21.7,28802.6,208.2,618.5,2.6,1.9,Male,,Own,Car,Married,3.556,1
41.9,144746.4,13.0,27720.5,125.5,511.6,5.4,3.7,Male,Bachelor,Mortgage,Business,Married,5.648,1
25.0,,16.3,28760.8,263.1,,5.0,2.3,Male,Bachelor,Own,Car,Single,7.063,0
60.2,64709.8,16.4,29302.9,249.8,663.8,2.8,3.7,Female,High School,Mortgage,Home,Married,4.1,1
44.3,108313.9,13.3,14264.6,321.0,594.0,4.8,1.5,Male,Master,Mortgage,Home,Divorced,5.143,0
56.4,113852.2,22.5,19178.0,298.2,618.4,5.6,3.4,Male,PhD,Mortgage,Business,Married,4.414,0
70.0,69087.5,23.3,17268.6,182.3,577.4,4.1,2.4,Female,PhD,Mortgage,Home,Married,4.901,1
43.3,98763.8,27.8,34357.2,360.0,484.8,2.8,1.1,Female,Master,Own,Education,Married,5.97,0
42.4,105963.5,13.1,38732.8,291.1,620.8,4.3,2.3,Male,High School,Mortgage,Education,Single,3.864,0
48.9,106234.6,15.4,8147.6,226.2,557.2,4.8,4.1,Female,High School,Mortgage,Personal,Divorced,5.804,1
59.3,125315.9,32.4,38018.5,103.2,573.0,2.8,1.3,Female,Bachelor,Own,Business,Divorced,4.829,1
40.7,369044.4029503109,18.7,116035.53128173879,60.6,486.5775799012845,2.5,0.7,Male,PhD,Rent,Education,Single,2.0,1
39.9,171724.3,20.2,33601.8,67.4,653.2,4.8,3.0,Male,Master,Rent,Personal,Married,3.96,1
60.2,137087.2,18.6,29551.7,108.3,658.4,5.2,0.5,Female,PhD,Mortgage,Business,Divorced,3.55,1
52.0,91751.0,29.1,37023.2,293.2,819.8,7.2,4.4,Female,PhD,Mortgage,Business,Married,2.0,0
25.0,558336.3034456044,,172731.25685510333,222.0,374.9955914533672,5.0,4.3,Female,PhD,Own,Business,Married,3.521,1
32.8,124340.5,28.9,14592.4,133.9,585.8,2.2,3.7,Male,Bachelor,Mortgage,Personal,Divorced,4.552,0
65.5,162515.3,,24654.6,172.1,513.9,7.1,2.5,Female,Master,Own,Car,Married,5.551,0
52.3,98986.6,13.0,29625.2,162.4,534.3,5.6,4.5,Male,High School,Rent,Education,Divorced,5.986,0
38.4,146856.9,35.4,23772.3,247.0,390.8,1.0,4.1,Male,Bachelor,Rent,Personal,Single,8.667,0
45.5,121464.9,26.9,30761.9,112.7,646.1,2.5,1.9,Female,Bachelor,Rent,Car,Married,3.871,1
47.7,172204.8,16.3,24974.4,211.0,461.0,3.3,4.2,Male,High School,Mortgage,Business,Single,6.334,0
56.3,165181.2,31.4,20735.9,207.0,656.2,5.3,1.4,Male,High School,Own,Education,Single,3.315,1
31.2,126894.3,15.7,16812.2,115.1,571.1,0.4,2.3,Female,Bachelor,Own,Personal,Divorced,3.923,1
37.4,110820.1,31.3,22365.5,310.0,,3.8,0.3,Female,High School,Rent,Education,Divorced,5.084,1
50.8,137731.2,31.8,27136.6,159.4,571.2,5.2,2.7,Male,Master,Rent,Business,Divorced,4.997,1
46.3,113684.2,12.6,9824.9,103.6,699.7,0.0,2.1,Male,Bachelor,Own,Personal,Divorced,2.495,1
54.4,178810.7,24.7,19259.4,251.2,683.8,5.1,2.0,Female,High School,Mortgage,Personal,Married,3.058,1
32.7,122746.5,26.3,9526.5,187.4,572.4,5.3,2.3,Female,High School,Mortgage,Personal,Married,4.944,1
51.8,105802.5,40.0,20563.4,215.7,494.1,2.7,1.8,Male,Bachelor,Rent,Car,Single,6.698,0
60.6,103913.5,14.1,35078.5,88.2,658.2,2.3,2.6,Male,High School,Own,Car,Divorced,3.647,0
53.3,77543.8,31.5,16011.1,248.0,487.3,2.7,4.0,Female,Master,Own,Business,Divorced,6.825,1
49.2,139479.6,20.1,31125.3,356.8,435.1,0.0,1.2,Female,PhD,Rent,Education,Single,7.516,1
46.3,91299.6,10.1,48290.6,82.0,619.9,3.5,3.5,Female,Master,Rent,Personal,Divorced,5.33,0
37.5,158435.2,19.0,37128.3,211.3,684.7,4.3,2.8,Male,High School,Own,Education,Single,2.555,1
46.6,74747.3,20.0,26568.1,120.2,538.5,2.2,2.9,Male,High School,Own,Home,Divorced,5.519,1
62.6,124453.5,11.5,32367.5,360.0,611.4,5.5,2.5,Male,PhD,Own,Education,Single,4.667,1
46.1,535940.9198156581,22.5,85004.85643979113,282.2,389.9858863583095,4.2,1.6,Female,PhD,Rent,Home,Single,6.098,1
36.8,44671.4,27.7,12912.7,205.6,640.0,4.4,3.0,Female,Bachelor,Mortgage,Home,Married,3.966,0
41.6,190639.3,21.9,25729.6,84.8,673.6,3.4,3.1,Female,Bachelor,Rent,Car,Married,3.71,1
49.9,105115.0,15.7,28688.9,104.1,551.3,5.1,1.5,Female,Bachelor,Mortgage,Car,Single,5.459,0
43.0,124938.3,18.8,34255.2,242.7,482.5,5.9,0.9,Male,,Rent,Personal,Divorced,7.183,0
53.3,140000.7,20.0,20949.9,74.0,443.9,3.4,2.6,Female,High School,Rent,Car,Divorced,7.364,0
53.8,145414.5,21.7,27047.2,76.5,658.3,5.1,3.4,Male,,Rent,Personal,Single,3.983,1
58.2,129585.9,28.9,26772.9,183.7,472.7,5.2,3.7,Male,Bachelor,Rent,Car,Married,6.405,1
64.6,154908.5,22.2,24448.8,193.7,608.5,4.6,3.9,Male,,Own,Business,Single,4.359,1
59.5,138167.5,8.8,24920.2,213.4,645.0,6.5,2.9,Male,,Mortgage,Education,Divorced,3.306,1
36.3,181630.8,15.5,18662.4,147.8,529.9,2.9,2.2,Male,PhD,Rent,Home,Divorced,5.853,1
36.7,138281.5,21.3,27737.7,256.6,560.0,3.4,2.5,Female,Bachelor,Own,Home,Divorced,4.567,0
46.6,188762.2,,27060.4,114.1,664.9,2.8,1.0,Male,PhD,Rent,Home,Married,3.407,1
42.1,151537.8,30.4,21979.9,233.1,502.3,5.1,1.7,Female,PhD,Rent,Education,Single,6.598,0
33.8,56798.7,34.2,30826.2,200.1,493.1,3.6,2.4,Male,PhD,Own,Car,Single,7.061,1
42.2,705134.03441965,21.0,135563.70059623377,231.1,598.7957728367505,3.0,2.2,Male,High School,Mortgage,Home,Divorced,4.165,1
41.8,99898.0,26.1,30919.0,277.6,690.0,6.5,2.6,Male,Bachelor,Mortgage,Personal,Married,3.211,0
39.4,172344.0,8.4,17160.5,146.6,720.0,6.7,0.9,Female,PhD,Rent,Business,Married,2.758,0
43.7,120937.8,23.4,26297.2,130.1,566.1,3.5,1.1,Male,High School,Mortgage,Business,Divorced,5.519,1
61.6,157138.2,11.4,18208.5,47.9,510.9,1.9,3.4,Female,High School,Mortgage,Home,Married,5.301,1
49.9,95903.2,19.5,26272.4,21.5,670.8,6.8,1.5,Male,High School,Rent,Business,Divorced,4.659,0
70.0,141901.1,40.0,18239.7,168.9,424.8,4.7,1.7,Female,High School,Own,Education,Divorced,7.345,0
49.5,111138.3,22.4,35717.3,174.4,597.3,4.6,2.6,Male,PhD,Own,Car,Single,4.264,1
44.0,175265.1,13.1,31766.7,96.1,571.0,4.2,1.4,Male,Bachelor,Rent,Home,Divorced,5.04,1
47.5,135353.4,23.3,34723.9,113.3,,2.8,3.8,Female,High School,Mortgage,Personal,Divorced,2.706,1
50.6,152758.0,15.9,33913.8,304.9,700.6,3.4,1.0,Female,Master,Mortgage,Car,Divorced,2.952,1
52.7,44257.3,12.3,23335.2,253.1,490.2,5.0,2.5,Male,,Rent,Personal,Married,7.627,0
70.0,117005.0,36.8,22095.1,82.1,590.1,3.3,1.6,Female,High School,Mortgage,Education,Divorced,4.581,1
37.4,134369.3,28.5,39433.8,147.6,523.6,4.6,2.7,Male,PhD,Mortgage,Business,Single,5.293,0
57.8,127826.5,22.8,24179.0,215.5,548.6,4.0,1.9,Male,Master,Rent,Personal,Single,5.895,0
50.0,,16.9,14663.4,132.9,630.6,2.4,2.5,Female,Bachelor,Mortgage,Personal,Single,3.972,1
28.6,107193.4,17.5,33559.7,118.3,544.9,6.4,4.0,Male,PhD,Rent,Education,Single,5.705,1
56.7,121707.5,32.3,,155.9,592.5,4.9,1.7,Female,High School,Mortgage,Education,Divorced,4.565,1
62.7,161342.9,22.5,37547.6,270.3,661.2,4.5,1.7,Male,Master,Mortgage,Home,Single,3.211,1
37.2,40245.9,0.0,27443.8,277.5,711.4,4.8,2.1,Female,PhD,Mortgage,Personal,Single,4.887,0
47.4,140627.3,39.4,25340.0,124.2,601.0,1.3,4.3,Male,High School,Own,Personal,Divorced,3.537,1
26.8,108314.0,21.5,37709.0,219.8,585.6,3.3,2.4,Female,Bachelor,Mortgage,Car,Single,5.266,1
32.4,88068.9,22.7,13192.3,182.5,475.3,1.7,4.0,Male,High School,Own,Home,Married,6.18,0
60.1,131779.0,28.7,20817.1,102.3,717.7,4.2,2.3,Female,Master,Mortgage,Personal,Divorced,2.429,1
41.9,162960.8,23.7,18401.1,159.2,619.6,4.5,3.9,Male,Master,Own,Personal,Married,4.087,0
34.2,156370.0,26.0,7939.4,81.9,587.3,4.2,3.0,Female,High School,Rent,Personal,Divorced,5.12,1
50.3,115271.0,,32485.4,276.0,582.7,5.8,3.2,Female,,Own,Home,Single,4.16,0
41.2,150650.9,10.2,21040.7,307.2,607.5,1.8,0.8,Male,Bachelor,Own,Business,Single,4.475,1
41.9,150382.4,22.2,32742.9,150.2,644.5,2.8,0.6,Male,Bachelor,Rent,Car,Married,3.001,1
56.4,116942.0,31.5,28612.7,131.1,655.6,4.6,3.8,Female,High School,Rent,Car,Divorced,4.382,0
33.6,95742.2,14.8,30357.1,267.4,720.0,4.4,3.8,Female,Master,Rent,Education,Married,2.959,0
36.6,97766.8,14.2,21856.8,280.3,596.8,2.0,5.0,Female,PhD,Own,Business,Divorced,4.57,1
49.3,149324.9,29.8,19386.0,93.8,732.9,5.8,0.7,Male,Bachelor,Mortgage,Business,Divorced,2.983,1
59.1,118524.9,16.3,26218.1,171.2,670.2,6.3,3.1,Female,Bachelor,Rent,Home,Divorced,3.625,1
62.4,83383.6,16.7,32853.3,178.3,569.6,4.6,1.3,Female,High School,Rent,Business,Married,5.641,0
39.5,61029.8,17.0,25096.9,121.3,,1.7,1.6,Male,Bachelor,Mortgage,Personal,Divorced,7.839,1
58.7,149114.1,19.5,19884.5,213.9,582.7,4.2,1.9,Female,Master,Rent,Business,Divorced,4.592,1
38.1,,7.4,15907.9,127.0,715.3,4.5,3.0,Female,PhD,Mortgage,Business,Single,2.59,1
69.4,131563.6,15.7,27133.3,139.8,505.2,3.6,1.7,Male,High School,Rent,Education,Single,6.114,0
33.9,163389.7,21.8,21067.5,174.9,582.4,6.0,2.5,Male,PhD,Mortgage,Home,Divorced,4.328,1
63.4,74187.6,21.8,24926.1,63.9,,3.8,3.5,Female,Master,Rent,Home,Single,5.025,0
39.6,118420.2,29.3,23589.8,18.5,659.8,7.2,3.9,Female,Master,Own,Personal,Married,3.709,0
70.0,114025.7,34.7,21944.6,256.5,540.1,5.2,3.3,Female,Bachelor,Rent,Home,Divorced,6.104,0
54.6,133291.0,32.1,27850.4,123.8,496.8,4.4,3.0,Female,PhD,Mortgage,Personal,Married,6.078,1
35.3,163370.6,27.3,29936.0,353.8,626.3,5.4,2.3,Female,High School,Mortgage,Home,Single,4.103,1
41.2,73469.2,18.8,41222.2,340.7,508.1,6.3,1.8,Female,High School,Own,Business,Single,6.907,0
56.9,139942.9,15.0,31563.7,142.5,409.8,5.3,3.1,Female,Bachelor,Own,Car,Married,6.566,1
60.1,156103.3,20.1,38249.5,360.0,740.6,3.9,1.2,Male,Master,Own,Home,Married,2.0,1
46.7,113476.8,24.7,18951.2,258.0,658.4,3.0,2.6,Female,Bachelor,Own,Car,Divorced,3.608,1
48.0,115189.4,26.6,12692.4,131.4,744.5,2.3,1.2,Male,PhD,Own,Business,Single,2.287,1
56.6,134645.7,25.0,25384.6,6.0,653.7,0.3,2.5,Female,High School,Rent,Education,Married,3.411,1
49.1,132068.6,19.0,32364.2,238.1,636.2,4.3,1.2,Female,Master,Rent,Business,Married,4.664,1
32.0,140382.3,26.3,31109.3,185.5,608.3,3.4,2.0,Male,Bachelor,Own,Car,Divorced,3.532,0
37.7,139644.8,30.1,35191.1,217.5,558.3,3.5,1.7,Female,Bachelor,Rent,Personal,Single,5.211,1
50.3,85631.0,27.0,,164.7,621.1,5.5,1.5,Male,High School,Rent,Home,Divorced,4.6,1
62.1,154659.3,19.7,35523.8,91.5,525.2,3.8,2.4,Male,PhD,Own,Education,Divorced,5.235,1
66.9,160837.4,13.3,28183.7,148.8,,6.8,0.0,Female,High School,Mortgage,Car,Married,6.216,0
56.9,126512.9,13.1,13147.9,239.5,545.1,3.1,0.3,Female,High School,Rent,Personal,Single,5.676,1
50.9,67704.6,14.6,31288.2,154.6,691.2,2.5,3.5,Male,Master,Rent,Personal,Single,4.321,1
56.5,115983.9,22.1,26855.9,154.2,464.1,2.1,2.7,Female,High School,Own,Home,Married,5.701,1
39.5,126804.2,24.2,28549.8,61.4,465.5,5.1,1.6,Female,Master,Mortgage,Personal,Married,6.744,0
45.7,79939.0,8.7,33492.9,190.3,,5.7,3.7,Male,Master,Rent,Personal,Married,5.439,0
37.6,107395.2,16.0,28942.2,94.0,537.6,3.1,1.7,Male,High School,Mortgage,Car,Divorced,5.307,0
32.5,70672.1,21.9,13717.4,256.5,618.7,2.4,1.8,Male,High School,Own,Home,Married,3.686,1
51.5,141255.2,12.8,24355.8,124.3,664.1,6.3,1.6,Male,High School,Rent,Education,Single,3.502,0
49.7,125808.4,23.5,12558.8,159.3,616.5,1.8,4.8,Female,High School,Rent,Car,Divorced,5.222,1
55.8,62397.6,17.5,30692.5,356.1,518.1,5.5,2.8,Female,Bachelor,Mortgage,Personal,Divorced,7.504,0
54.1,132301.3,14.2,36683.8,158.5,690.5,3.1,2.7,Female,Bachelor,Own,Home,Married,2.575,0
50.4,,20.4,15568.4,147.8,641.8,4.6,3.1,Male,,Rent,Car,Married,4.637,1
54.2,138074.5,23.1,20128.3,229.8,577.4,5.6,0.3,Female,Bachelor,Mortgage,Personal,Divorced,4.695,1
47.0,106296.4,13.2,18441.0,40.2,573.1,4.7,1.8,Female,Master,Own,Business,Single,4.633,1
52.5,91948.2,18.1,21868.8,283.1,608.7,3.6,3.0,Female,Bachelor,Rent,Education,Married,4.272,1
38.8,93020.4,23.7,28799.4,262.5,546.9,6.1,2.5,Female,Bachelor,Rent,Home,Single,5.146,0
51.9,101164.0,13.9,21955.4,225.0,428.2,4.4,5.0,Male,Master,Mortgage,Personal,Divorced,7.078,0
55.5,120658.9,6.7,30720.2,6.0,642.5,8.0,1.9,Male,Master,Mortgage,Home,Married,3.848,1
39.5,125178.5,7.7,34023.0,162.2,637.2,1.4,3.6,Female,Master,Mortgage,Home,Divorced,3.943,1
48.1,113324.8,16.7,34314.1,81.2,367.9,1.4,3.5,Female,Bachelor,Rent,Personal,Single,8.662,0
40.0,105183.8,9.5,16554.6,272.9,,5.5,2.7,Female,Master,Own,Car,Married,3.929,0
41.2,107700.9,17.2,36587.4,267.2,733.1,4.0,2.9,Female,Bachelor,Mortgage,Home,Single,2.157,0
34.0,207770.4,33.3,37228.6,214.0,473.5,5.2,2.2,Male,High School,Mortgage,Education,Divorced,6.211,1
62.7,93024.6,9.0,37921.4,86.8,568.4,2.4,0.1,Female,Bachelor,Mortgage,Car,Married,6.029,0
60.3,100471.0,17.7,24237.5,302.5,558.6,4.1,2.9,Male,Bachelor,Mortgage,Personal,Single,5.459,0
53.9,220000.0,37.1,19485.3,162.0,724.4,4.7,3.0,Male,PhD,Rent,Business,Married,3.307,1
70.0,500147.5163715294,23.3,64408.02693523358,327.4,410.1418249929686,3.2,3.2,Female,PhD,Rent,Home,Divorced,4.239,1
45.2,71700.7,17.1,16685.8,204.2,495.9,4.3,2.6,Male,High School,Rent,Personal,Single,6.362,0
70.0,149494.1,,25593.5,223.5,605.8,2.0,3.7,Male,Bachelor,Own,Personal,Married,4.315,1
44.8,88148.6,23.4,32282.8,146.2,782.2,4.6,1.5,Male,Bachelor,Rent,Business,Married,2.0,1
50.6,151817.2,33.6,35952.5,295.6,518.8,6.2,4.3,Female,High School,Rent,Car,Single,6.558,1
42.7,112616.3,15.8,21615.5,231.7,574.0,2.1,1.3,Male,High School,Rent,Home,Single,5.459,1
52.0,,13.9,25190.5,298.4,621.2,2.1,2.4,Male,PhD,Own,Business,Married,2.936,1
57.5,176320.8,,24666.5,197.2,520.1,5.8,3.3,Female,Master,Mortgage,Home,Divorced,5.937,0
46.1,139824.0,20.8,20417.8,179.2,733.7,2.0,1.9,Male,Bachelor,Mortgage,Education,Single,2.0,1
68.8,154054.6,8.8,31386.0,230.6,532.5,5.3,3.4,Male,High School,Mortgage,Personal,Married,5.45,0
50.4,135222.2,16.3,28402.8,298.4,450.0,4.1,2.1,Female,Bachelor,Own,Home,Divorced,6.318,0
50.7,104444.4,12.7,26634.6,264.3,527.8,3.4,2.6,Female,Bachelor,Own,Car,Divorced,5.714,0
36.6,141397.4,28.6,28366.4,194.1,633.8,6.2,2.3,Male,High School,Own,Home,Divorced,3.449,1
52.5,162322.5,15.9,30423.6,34.4,503.2,5.4,1.8,Female,PhD,Own,Business,Divorced,5.237,1
45.9,124715.8,23.2,30343.5,247.8,602.2,4.4,5.0,Male,Master,Rent,Car,Married,4.453,1
40.2,183057.5,7.2,18792.1,67.9,625.6,0.8,1.5,Female,Bachelor,Mortgage,Personal,Single,3.831,1
38.2,149767.1,21.1,,185.8,466.2,5.1,0.0,Male,High School,Rent,Car,Single,7.109,0
70.0,127419.4,10.4,27542.9,173.7,524.3,2.4,1.5,Male,PhD,Own,Personal,Married,5.803,1
44.3,128802.0,16.6,22023.1,69.6,606.4,3.7,2.7,Female,Master,Rent,Personal,Divorced,4.875,1
30.0,124803.3,37.7,27373.8,212.8,638.2,4.0,2.0,Male,PhD,Own,Home,Single,3.815,1
39.1,76206.6,27.5,28255.8,355.3,526.5,6.8,3.7,Female,PhD,Rent,Personal,Divorced,6.891,1
46.9,116847.5,19.0,34154.3,158.0,588.7,3.6,3.7,Male,Bachelor,Own,Personal,Married,4.693,1
54.1,743382.6301461124,40.0,,244.3,653.5561406089241,1.9,2.1,Male,Master,Rent,Home,Divorced,5.912,0
54.2,105437.0,12.7,36099.9,360.0,640.5,6.2,0.5,Female,Bachelor,Own,Car,Single,4.875,0
55.6,131818.7,29.3,25685.3,252.0,621.7,5.1,1.0,Female,High School,Own,Business,Married,4.205,1
39.8,120745.8,7.7,21450.8,131.4,541.4,5.1,2.5,Male,,Mortgage,Education,Married,5.606,0
51.6,147079.2,18.0,21205.9,202.0,618.1,6.2,0.6,Female,High School,Mortgage,Home,Married,4.077,1
37.0,143208.9,9.2,,221.5,537.9,6.6,2.1,Male,PhD,Mortgage,Personal,Divorced,5.694,0
40.1,125850.4,22.1,11572.7,297.7,616.2,2.7,4.2,Male,PhD,Mortgage,Personal,Married,4.631,1
36.5,,20.4,30919.2,280.1,617.4,1.9,2.9,Male,Bachelor,Mortgage,Education,Divorced,4.208,1
33.2,182675.3,17.5,41347.1,6.0,788.4,5.3,2.6,Male,PhD,Mortgage,Home,Divorced,2.0,1
60.3,115033.8,28.7,12559.1,114.5,544.7,3.6,1.3,Male,Master,Mortgage,Home,Married,5.202,1
55.8,117169.0,15.5,17896.6,177.4,,3.7,2.7,Female,,Rent,Car,Single,5.3,0
59.2,,22.6,31512.7,101.8,516.7,2.3,2.2,Female,High School,Mortgage,Education,Single,5.969,1
48.0,102905.6,26.6,25134.9,6.0,482.0,4.9,2.8,Male,Bachelor,Mortgage,Personal,Single,6.263,0
56.8,174042.0,8.1,32175.4,125.0,533.9,4.6,3.4,Female,PhD,Own,Personal,Married,5.4,0
26.4,168511.6,14.0,24686.2,182.7,634.9,3.8,3.6,Female,Master,Rent,Car,Single,3.716,0
57.9,135553.8,20.4,20855.0,141.0,641.4,1.9,2.7,Male,Bachelor,Own,Personal,Divorced,3.772,1
49.6,116237.5,25.0,23693.3,103.2,601.6,5.8,3.1,Male,PhD,Own,Home,Married,4.352,1
55.0,,31.4,6443.3,186.3,548.4,4.4,1.9,Female,Bachelor,Own,Home,Single,5.011,0
52.1,122582.9,18.3,16352.1,210.4,530.6,5.7,3.9,Female,PhD,Own,Personal,Married,5.499,1
35.7,113342.2,17.5,,145.5,492.5,0.8,1.4,Male,Master,Rent,Business,Single,6.354,0
29.5,131833.7,13.0,35035.2,292.7,,4.1,2.3,Male,Master,Rent,Personal,Divorced,6.165,0
39.0,555377.0733100643,22.6,281760.01134352275,187.6,446.31742223139287,2.9,4.0,Male,High School,Own,Education,Married,6.553,0
54.3,128829.2,17.6,29027.0,113.3,697.2,4.1,1.9,Male,High School,Own,Business,Divorced,2.519,1
55.8,127147.7,17.8,7451.4,93.0,740.3,5.4,0.9,Female,PhD,Own,Car,Divorced,2.0,1
31.1,141102.8,19.2,20419.9,166.0,400.8,4.6,2.0,Male,PhD,Mortgage,Personal,Single,8.229,0
35.7,98330.2,24.4,36097.2,272.1,601.0,4.0,4.2,Male,Bachelor,Own,Personal,Divorced,4.031,0
38.8,144854.8,15.5,38484.4,117.1,599.5,4.0,0.0,Female,PhD,Rent,Home,Single,5.42,1
43.2,88279.1,13.8,36401.2,230.7,593.8,1.7,2.6,Male,Bachelor,Rent,Business,Divorced,5.166,0
31.2,99960.2,23.5,23610.0,190.6,521.7,2.6,1.7,Male,Bachelor,Rent,Personal,Married,6.496,0
30.4,101487.6,0.0,15047.4,342.5,667.0,5.7,2.3,Female,Bachelor,Rent,Car,Married,4.282,0
37.6,82478.2,15.2,25174.9,214.2,611.9,3.2,2.1,Male,Bachelor,Rent,Business,Divorced,5.047,0
48.5,155548.2,10.8,25618.5,127.1,668.1,5.7,3.7,Male,PhD,Rent,Car,Single,3.749,0
33.3,86083.2,29.6,38024.5,241.9,508.6,5.2,2.6,Male,High School,Own,Home,Divorced,5.915,0
46.1,95537.9,16.5,27322.3,244.6,450.5,5.3,3.7,Male,PhD,Rent,Personal,Single,7.252,0
60.2,163939.3,,25633.4,151.2,614.1,4.5,4.0,Male,Bachelor,Own,Home,Single,3.813,1
31.9,100029.6,19.6,26088.0,89.9,488.3,3.3,2.5,Female,PhD,Mortgage,Education,Married,6.244,0
45.0,113415.0,15.2,28698.9,225.9,669.9,3.8,2.1,Female,PhD,Mortgage,Personal,Single,2.892,1
59.8,84579.0,16.8,30511.5,188.1,383.6,5.0,3.0,Male,Master,Rent,Home,Divorced,8.546,0
42.5,149153.3,20.8,19703.7,61.7,532.8,0.8,3.2,Male,High School,Rent,Personal,Divorced,4.538,1
40.6,149635.8,16.6,17039.0,203.4,519.6,5.9,1.1,Female,Master,Rent,Education,Married,6.003,0
61.5,145863.1,16.6,36464.5,132.0,545.1,3.2,2.8,Female,PhD,Rent,Car,Married,5.66,1
43.8,138813.5,11.9,12371.7,61.8,,3.9,2.2,Female,PhD,Own,Home,Married,3.88,1
60.8,122575.6,10.8,38602.0,154.8,610.7,3.9,2.0,Female,High School,Mortgage,Personal,Married,4.272,1
52.6,101646.8,20.5,10214.6,285.6,,3.9,1.7,Male,Master,Rent,Home,Married,4.374,1
43.4,91476.1,22.5,20823.7,279.6,642.9,2.0,1.7,Female,Bachelor,Rent,Home,Single,4.45,0
53.3,165146.7,8.6,,258.7,559.6,4.2,4.0,Male,Master,Mortgage,Car,Divorced,5.521,0
51.3,146768.1,26.1,25502.7,204.5,764.8,4.9,2.1,Female,Master,Mortgage,Education,Single,2.0,1
59.8,95734.4,26.1,14968.2,230.7,699.8,0.9,3.9,Female,PhD,Own,Business,Single,2.448,1
40.9,121394.1,27.8,28911.4,190.9,546.9,2.0,2.7,Male,High School,Rent,Personal,Single,5.69,0
48.0,109496.0,22.4,26036.0,94.6,562.7,5.3,1.1,Female,Master,Own,Personal,Married,5.607,0
46.8,80512.6,25.1,23771.6,110.6,545.0,5.1,2.7,Female,Master,Rent,Home,Divorced,6.061,0
55.9,126217.8,37.5,20508.6,134.4,607.7,4.4,1.1,Male,Bachelor,Rent,Personal,Married,4.79,0
35.2,105457.8,17.6,,295.1,487.5,3.0,3.2,Female,Bachelor,Mortgage,Car,Divorced,6.7,1
59.7,86661.2,11.6,20844.6,269.1,503.9,5.1,2.3,Female,Bachelor,Rent,Education,Married,6.51,0
53.1,68230.4,7.7,44976.3,96.6,379.9,2.2,3.5,Female,Master,Rent,Personal,Married,9.41,0
31.7,,34.0,23579.9,187.3,539.1,3.8,4.2,Female,High School,Mortgage,Home,Divorced,6.051,0
62.0,,34.2,22509.9,150.8,670.8,2.0,0.4,Female,PhD,Own,Car,Married,3.048,1
70.0,117021.7,12.6,,170.6,561.3,3.8,1.9,Male,High School,Rent,Car,Single,5.327,1
59.5,89364.5,14.2,39715.6,140.1,566.3,2.5,1.0,Female,Bachelor,Own,Business,Single,5.5,0
64.6,,17.4,12387.5,295.5,600.0,5.1,5.0,Female,PhD,Mortgage,Business,Divorced,3.789,0
48.5,117705.9,29.8,28375.5,181.5,484.8,4.6,2.0,Male,High School,Mortgage,Business,Single,6.161,0
27.6,140191.0,9.7,23585.7,200.3,577.3,3.1,0.9,Male,Bachelor,Rent,Education,Single,4.744,0
25.4,113598.1,4.3,14112.8,200.9,655.1,5.6,5.0,Male,PhD,Own,Personal,Single,3.104,1
50.6,92450.9,37.3,18947.4,100.8,602.6,2.6,1.6,Female,,Own,Personal,Divorced,4.066,1
40.4,123994.1,22.5,28035.6,191.7,663.0,3.9,0.6,Female,Bachelor,Mortgage,Personal,Single,3.117,1
36.5,75806.4,23.6,18584.9,268.0,,3.1,1.1,Female,High School,Rent,Personal,Single,4.095,1
46.7,138880.3,18.4,27576.5,300.8,634.6,5.1,2.7,Female,High School,Own,Business,Divorced,3.847,1
54.9,87199.8,23.7,39333.2,91.2,510.8,5.0,2.6,Female,High School,Mortgage,Car,Single,6.357,1
